state,key,svn,english,translation
CURRENT,object_smallstoragecrate_description,2448,"Small storage crate, stores a single type of resource but at 4x the usual amount per square","Малое хранилище, хранит один тип ресурса но вмещает в 4 раза больше обычного количества на клетку"
CURRENT,object_framecomponent,2448,Frame,Рама
CURRENT,object_motorcomponent,2448,Motor,Двигатель
CURRENT,object_coilcomponent,2448,Energy Coil,Катушка Энергии
CURRENT,object_lenscomponent,2448,Lens,Объектив
CURRENT,object_processorcomponent,2448,Processor,Процессор
CURRENT,object_stargatestructure,2448,Stargate Frame,Рама Звездных Врат
CURRENT,object_stargateresin,2448,Stargate Resin,Смола Звездных Врат
CURRENT,object_stargateactuator,2448,Stargate Actuator,Привод Звездных Врат
CURRENT,object_stargatereceiver,2448,Stargate Receiver,Приемник Звездных Врат
CURRENT,object_sewage,2448,Sewage,Отходы Канализации
CURRENT,object_wastewater,2448,Waste Water,Сточные Воды
CURRENT,object_compost,2448,Compost,Компост
CURRENT,object_carbondioxide,2448,CO2,CO2
CURRENT,object_short_oxygen,2448,O2,Кислород
CURRENT,object_short_ftlcharge,2448,FTL,Гипертопливо
CURRENT,object_short_bullets,2448,Ammo,Патроны
CURRENT,object_short_railgunshell,2448,Slugs,Пули
CURRENT,object_short_cannonshell,2448,Shells,Снаряды
CURRENT,object_short_deuterium,2448,Dtrm,Дейтерий
CURRENT,entity_unconscious,2448,UNCONSCIOUS,БЕЗ СОЗНАНИЯ
CURRENT,entity_dead,2448,DEAD,МЕРТВ
CURRENT,entity_suffocating,2448,SUFFOCATING,ЗАДЫХАЕТСЯ
CURRENT,entity_stunned,2448,STUNNED,ОГЛУШЕН
CURRENT,entity_suitrequired,2448,SUIT REQUIRED,ТРЕБУЕТСЯ СКАФАНДР
CURRENT,entity_dehydrated,2448,DEHYDRATED,ОБЕЗВОЖЕН
CURRENT,entity_fainted,2448,FAINTED,В ОБМОРОКЕ
CURRENT,entity_death_injury,2448,Fatal Injury,Смертельная Травма
CURRENT,entity_death_suffocation,2448,Suffocation,Удушье
CURRENT,entity_death_dehydration,2448,Dehydration,Обезвоживание
CURRENT,entity_death_starvation,2448,Starvation,Голод
CURRENT,entity_death_co2poisoning,2448,Carbon Dioxide,Углекислый Газ
CURRENT,battle_title,2448,BATTLE,БИТВА
CURRENT,stations_title,2448,STATIONS,СТАНЦИИ
CURRENT,designation_civilian,2448,Civilian,Гражданский
CURRENT,designation_crewquarters,2448,Crew Quarters,Каюты Экипажа
CURRENT,loader_mode_stop,2448,Stop,Стоп
CURRENT,loader_mode_load,2448,Load,Загрузить
CURRENT,loader_mode_unload,2448,Unload,Выгрузить
CURRENT,pressanykey,2448,- continue -,- продолжить -
CURRENT,opentextcrawl_1,2448,It is the 23rd century.  Humanity has colonised the stars.,Это 23-й век.  Человечество колонизировало звезды.
CURRENT,opentextcrawl_2,2448,"Millions of people now live off world, sometimes hundreds of light years from Earth.","Миллионы людей теперь живут за пределами мира, иногда в сотнях световых лет от Земли."
CURRENT,opentextcrawl_3,2448,"Word has reached Earth from one such colony. A dark anomaly has been seen, and cannot be explained.",Весть достигла Земли от одной из таких колоний. Темная аномалия была замечена и не может быть объяснена.
CURRENT,opentextcrawl_4,2448,"Where once there was a star, now there is nothing but a black void, slowly expanding.","Там, где когда-то была звезда, теперь нет ничего, кроме черной пустоты, медленно расширяющейся."
CURRENT,opentextcrawl_5,2448,"Those who live nearby call it THE COLLAPSE, and believe it will eventually consume the entire galaxy.","Те, кто живет поблизости, называют это КОЛЛАПСОМ и верят, что в конечном итоге это поглотит всю галактику."
CURRENT,opentextcrawl_6,2448,There are few who believe them.,Мало кто верит им.
CURRENT,opentextcrawl_7,2448,"Nevertheless, Earth has dispatched you and your crew in the science vessel PRAXIS to investigate.","Тем не менее, Земля направила вас и ваш экипаж на научном судне PRAXIS для расследования."
CURRENT,mission_flightready_name,2448,Flight Ready,Готовность К Полету
CURRENT,mission_flightready_title,2448,Make your new ship ready for flight,Подготовить ваш новый корабль к полету
CURRENT,mission_flightready_description1,2448,All ships must pass basic flight ready certification before being allowed on operations.,"Все корабли должны пройти базовую сертификацию готовности к полету, прежде чем им будет разрешено участвовать в операциях."
CURRENT,mission_flightready_description2,2448,A ship requires each of the following capabilities in order to be certified 'Flight Ready':,"Корабль должен иметь следующие возможности, чтобы получить сертификат 'Готовность К Полету':"
CURRENT,mission_flightready_power_help,2448,A reactor to generate power. Use a Fuel Loader to pipe fuel into the Reactor.,Реактор вырабатывает энергию. Используйте Погрузчик Топлива для подачи топлива в Реактор.
CURRENT,mission_flightready_engines_help,2448,Engines for propulsion.  Test fire your engines (From the TACTICAL view) to certify them.,"Двигатели для движения.  Испытайте двигатели (из ТАКТИЧЕСКОГО режима), чтобы сертифицировать их."
CURRENT,mission_flightready_lifesupport_help,2448,"Life support to make the cabin breathable.  Use an Airduct to pressurise the cabin, connected to an Oxygen Loader to supply the air.","Система жизнеобеспечения делает интерьер пригодным для жизни.  Используйте Воздуховод, подключив его к Погрузчику Кислорода, чтобы создать давление в каюте."
CURRENT,mission_flightready_ftljump_help,2448,An FTL Drive.  Test your new FTL engine by making a jump to the destination marked on the map.,"Гипердвигатель.  Испытайте новый Гипердвигатель, совершив прыжок к отмеченному на карте месту назначения."
CURRENT,mission_type_tutorialflightready,2448,DESTINATION,МЕСТО НАЗНАЧЕНИЯ
CURRENT,mission_flightready_power,2448,"A Reactor, generating power.","Реактор, вырабатывающий энергию."
CURRENT,mission_flightready_engines,2448,Engines capable of propulsion,"Двигатели, способные к движению"
CURRENT,mission_flightready_movement,2448,Test the engines from the TACTICAL screen,Испытать двигатели на экране ТАКТИКА
CURRENT,mission_flightready_lifesupport,2448,Life support to make the interior habitable [*X%],"Система жизнеобеспечения, чтобы сделать интерьер пригодным для жизни [*X%]"
CURRENT,mission_flightready_ftl,2448,An FTL Drive capable of Hyperspace jumps,"Гипердвигатель, способный совершать гиперпространственные прыжки"
CURRENT,mission_flightready_ftljump,2448,Jump to the marked destination,Прыгнуть к отмеченному месту назначения
CURRENT,mission_arenaprep_title,2448,Prepare for battle!,Приготовьтесь к битве!
CURRENT,mission_arenaprep_summary,2448,Prepare your ship and crew for the upcoming battle!\nUnpausing the game will begin combat.,Подготовьте свой корабль и экипаж к предстоящей битве!\nВозобновление игры начнет бой.
CURRENT,mission_arenaprep_useeditor,2448,OPTIONAL: Use the ship editor to prepare,ОПЦИОНАЛЬНО: Используйте редактор кораблей для подготовки
CURRENT,opentextcrawl_survival_1,2448,It is the 23rd century.  Humanity has colonised the stars.,Это 23-й век.  Человечество колонизировало звезды.
CURRENT,opentextcrawl_survival_2,2448,"Millions of people now live off world, sometimes hundreds of light years from Earth.","Миллионы людей теперь живут за пределами мира, иногда в сотнях световых лет от Земли."
CURRENT,opentextcrawl_survival_3,2448,"Word has reached Earth from a distant science station. A dark anomaly has been detected, and cannot be explained.",Весть достигла Земли от далекой научной станции. Темная аномалия была обнаружена и не может быть объяснена.
CURRENT,opentextcrawl_survival_4,2448,"Where once there was a star, now there is nothing but a black void, endlessly expanding and consuming everything in its path.","Там, где когда-то была звезда, теперь нет ничего, кроме черной пустоты, бесконечно расширяющейся и поглощающей все на своем пути."
CURRENT,opentextcrawl_survival_5,2448,Scientists believe it will eventually consume the entire galaxy.,"Ученые считают, что в конечном итоге это поглотит всю галактику."
CURRENT,opentextcrawl_survival_6,2448,"There is only one glimmer of hope. A STARGATE project, unfinished and unproven, offers an escape route to a distant Galaxy.","Есть только одна слабая надежда. Проект ЗВЕЗДНЫЕ ВРАТА, незавершенный и непроверенный, предлагает путь к спасению в далекую Галактику."
CURRENT,opentextcrawl_survival_7,2448,But the scale of the catastrophe is almost too big to comprehend. Only a few will survive.,"Но масштаб катастрофы почти слишком велик, чтобы осознать. Выживут лишь немногие."
CURRENT,opentextcrawl_survival_8,2448,"With a new ship and a new crew, you commit yourself to reaching the STARGATE with as many people as you can, before it's too late.","С новым кораблем и новым экипажем вы обязуетесь достичь ЗВЕЗДНЫХ ВРАТ со столькими людьми, сколько сможете, прежде чем будет слишком поздно."
CURRENT,mission_type_episodetiddlets,2448,Deliver Tiddlets,Доставить Тиддлетов
CURRENT,mission_tiddlets_title,2448,The trouble with Tiddlets,Проблемы с Тиддлетами
CURRENT,mission_tiddlets_description1,2448,"We need a transport vessel to ferry a litter of lovable, rare live animals to a sanctuary, many jumps away.","Нам нужен транспортный корабль для перевозки помета милых, редких живых животных в заповедник, находящийся во многих прыжках отсюда."
CURRENT,mission_tiddlets_description2,2448,"The animals aren't dangerous, but they do have some special requirements that must be closely followed or they will not survive the journey.","Животные не опасны, но у них есть некоторые особые требования, которым необходимо строго следовать, иначе они не переживут путешествие."
CURRENT,mission_tiddlets_description3,2448,We will pay $*X if the entire litter is delivered safely.,"Мы заплатим $*X, если весь помет будет доставлен благополучно."
CURRENT,mission_tiddlets_accepted,2448,Excellent. We are sending a shuttle to you now.,Отлично. Мы отправляем к вам челнок прямо сейчас.
CURRENT,mission_tiddlets_accepted1,2448,"Thank you very much for helping us with these unique creatures. If I'm honest, we have struggled to find a captain who was willing to undertake this mission.","Большое спасибо за помощь с этими уникальными существами. Честно говоря, нам было трудно найти капитана, который был бы готов взяться за эту миссию."
CURRENT,mission_tiddlets_accepted2,2448,"We have left you with a litter of eight female Tiddlets, along with some comfortable crates for them to sleep in.","Мы оставили вам помет из восьми самок Тиддлетов, а также несколько удобных ящиков для их сна."
CURRENT,mission_tiddlets_accepted3,2448,Please take very good care of them!,"Пожалуйста, очень хорошо заботьтесь о них!"
CURRENT,mission_tiddlets_delivered,2448,We have delivered *X out of 8 Tiddlets.,Мы доставили *X из 8 Тиддлетов.
CURRENT,mission_tiddlets_alldelivered1,2448,All 8 Tiddlets have been delivered.,Все 8 Тиддлетов были доставлены.
CURRENT,mission_tiddlets_alldelivered2,2448,"Now, there is one crucial detail you must adhere to, in order to safely transport these Tiddlets.","Теперь есть одна важная деталь, которой вы должны придерживаться, чтобы безопасно перевезти этих Тиддлетов."
CURRENT,mission_tiddlets_alldelivered3,2448,"They can survive up to *X seconds in hyperspace safely, but anything beyond that risks them dying of shock.","Они могут безопасно выживать в гиперпространстве до *X секунд, но все, что превышает это, рискует привести к их смерти от шока."
CURRENT,mission_tiddlets_alldelivered4,2448,Please be very careful when choosing your hyperspace route.,"Пожалуйста, будьте очень осторожны при выборе вашего гиперпространственного маршрута."
CURRENT,mission_tiddlets_stillalive,2448,Tiddlets still alive : *X,Тиддлетов все еще живо : *X
CURRENT,mission_tiddlets_dead,2448,There are now *X dead tiddlets on board,Теперь на борту *X мертвых Тиддлетов
CURRENT,mission_tiddlets_saferadius,2448,TIDDLET SAFE DISTANCE,БЕЗОПАСНОЕ РАССТОЯНИЕ ДЛЯ ТИДДЛЕТОВ
CURRENT,mission_tiddlets_reproduction1,2448,"Oh my goodness! We were certain all 8 were female, but clearly we made a mistake.","О боже! Мы были уверены, что все 8 были самками, но явно совершили ошибку."
CURRENT,mission_tiddlets_reproduction2,2448,"We would suggest you separate them, but tiddlets reproduce telepathically, and only ever during hyperspace travel.","Мы бы предложили вам разделить их, но Тиддлеты размножаются телепатически и только во время гиперпространственного путешествия."
CURRENT,mission_tiddlets_shock,2448,Oh my goodness!! There are so many of them!,О боже!! Их так много!
CURRENT,mission_tiddlets_payment,2448,We have safely received *X out of 8 Tiddlets - Payment due $*Y,Мы благополучно получили *X из 8 Тиддлетов - Причитающаяся оплата $*Y
CURRENT,mission_tiddlets_extras,2448,We have now received an additional *X Tiddlets!,Мы теперь получили дополнительно *X Тиддлетов!
CURRENT,mission_tiddlets_alldelivered,2448,We have received all of your Tiddlets. Thank you so much!,Мы получили всех ваших Тиддлетов. Большое спасибо!
CURRENT,mission_tiddlets_extrareward1,2448,"Since you delivered an entirely new litter to us, we thought it only fair to reward you with a gift.","Поскольку вы доставили нам совершенно новый помет, мы сочли справедливым наградить вас подарком."
CURRENT,mission_tiddlets_extrareward2,2448,We have sent you a couple of prototype Long Range Hyperspace Sensors. They are much more sensitive than the standard model. We hope you find them useful.,"Мы отправили вам пару прототипов Гиперпространственных Сенсоров LR. Они намного более чувствительны, чем стандартная модель. Мы надеемся, что они окажутся полезными."
CURRENT,mission_tiddlets_notenough,2448,But we trusted you to look after their safety. You've let us down.,Но мы доверили вам заботиться об их безопасности. Вы нас подвели.
CURRENT,mission_tiddlets_failure,2448,What the hell happened? We trusted you with those Tiddlets and you let us down!,"Что, черт возьми, случилось? Мы доверили вам этих Тиддлетов, а вы нас подвели!"
CURRENT,mission_tiddlets_suppliername,2448,Tiddlet Breeder,Заводчик Тиддлетов
CURRENT,mission_tiddlets_invite1,2448,Greetings! We are looking for a pilot who can help us with an important animal welfare matter.,"Приветствуем! Мы ищем пилота, который сможет помочь нам с важным вопросом благополучия животных."
CURRENT,mission_tiddlets_invite2,2448,If you'd like to help (and earn a lot of credits) please find our job in the CONTRACTS list.,"Если вы хотите помочь (и заработать много кредитов), пожалуйста, найдите нашу работу в списке КОНТРАКТЫ."
CURRENT,mission_tiddlets_success,2448,Delivered *X Tiddlets,Доставлено *X Тиддлетов
CURRENT,mission_tiddletssale_title,2448,WANTED: Tiddlets,ТРЕБУЮТСЯ: Тиддлеты
CURRENT,mission_type_episodetiddletssale,2448,WANTED: Tiddlets,ТРЕБУЮТСЯ: Тиддлеты
CURRENT,mission_tiddletssale_description1,2448,We are willing to pay a very generous price to any individual who can supply us with one or more Tiddlets.,"Мы готовы заплатить очень щедрую цену любому, кто сможет снабдить нас одним или несколькими Тиддлетами."
CURRENT,mission_tiddletssale_accepted1,2448,If you have Tiddlets available then bring them to us and we will reward you handsomely.,"Если у вас есть доступные Тиддлеты, то принесите их нам, и мы щедро вознаградим вас."
CURRENT,mission_tiddletssale_accepted2,2448,We won't ask any questions as to where they came from. But we will need every Tiddlet you have - so we can be sure there is at least one male among the litter.,"Мы не будем задавать вопросов о том, откуда они взялись. Но нам понадобится каждый Тиддлет, который у вас есть - чтобы мы могли быть уверены, что среди помета есть хотя бы один самец."
CURRENT,mission_tiddletssale_offer,2448,We will pay $*X for every Tiddlet you have.,"Мы заплатим $*X за каждого Тиддлета, который у вас есть."
CURRENT,mission_tiddletssale_fulloffer,2448,We are offering you $*Y for all *X of your Tiddlets.,Мы предлагаем вам $*Y за всех ваших *X Тиддлетов.
CURRENT,mission_tiddletssale_received,2448,We have received *X Tiddlets. Total payment due $*Y.,Мы получили *X Тиддлетов. Общая причитающаяся оплата $*Y.
CURRENT,mission_tiddletssale_allreceived,2448,"Well, thank you very much. With this many Tiddlets we can begin farming these delicious creatures immediately.","Что ж, большое спасибо. С таким количеством Тиддлетов мы можем немедленно начать разводить этих вкусных существ."
CURRENT,mission_tiddletssale_invite1,2448,"We've heard a rumour you might have some rare, valuable life-forms on board.","Мы слышали слух, что у вас на борту могут быть редкие, ценные формы жизни."
CURRENT,mission_tiddletssale_invite2,2448,Stop by your nearest Contract Board and we might be able to make a deal.,"Загляните на ближайшую Доску Контрактов, и мы, возможно, сможем заключить сделку."
CURRENT,mission_tiddletssale_buyername,2448,Shady Buyer,Подозрительный Покупатель
CURRENT,mission_tiddletssale_success,2448,Traded *X Tiddlets,Продано *X Тиддлетов
CURRENT,object_tiddlet,2448,Tiddlet,Тиддлет
CURRENT,tiddlet_child,2448,Baby,Малыш
CURRENT,tiddlet_boxed,2448,Boxed,В Ящике
CURRENT,newplayerhelp_fuelpipe,2448,<FUEL PIPE,<ТОПЛИВНАЯ ТРУБА
CURRENT,alert_title,2448,ALERTS,ОПОВЕЩЕНИЯ
CURRENT,alert_type_none,2448,NO ALERT,НЕТ ОПОВЕЩЕНИЙ
CURRENT,alert_type_test,2448,TEST ALERT,ТЕСТОВОЕ ОПОВЕЩЕНИЕ
CURRENT,alert_type_hullbreach,2448,HULL BREACH,ПРОЛОМ КОРПУСА
CURRENT,alert_type_hullbreach_caption,2448,Repair *X%,Ремонт *X%
CURRENT,alert_type_hullbreach_tooltip,2448,"There is a hole in your ship hull and the cabin is depressurising. Your crew will fix the breach, but you should consider closing your Door Vents to seal off the area.","В корпусе вашего корабля есть пробоина, и салон разгерметизируется. Ваш экипаж устранит пробоину, но вам следует закрыть Клапаны Дверей, чтобы изолировать область."
CURRENT,alert_type_co2,2448,CO2 WARNING,ОПАСНОСТЬ CO2
CURRENT,alert_type_co2_tooltip,2448,"There is a dangerous build up of CO2 inside your ship. If it reaches 100%, your crew will suffocate. Consider buying a CO2 Scrubber and connecting it to a storage tank.","Внутри вашего корабля опасное скопление CO2. Если оно достигнет 100%, ваш экипаж задохнется. Рассмотрите возможность покупки Скруббера CO2 и подключения его к резервуару для хранения."
CURRENT,alert_type_co2_caption,2448,*X% Fatal,*X% Смертельно
CURRENT,alert_type_oxygen,2448,Oxygen must be at 50% to be breathable.,"Кислорода должно быть не менее 50%, чтобы воздух был пригоден для дыхания."
CURRENT,alert_type_meteorshower,2448,METEOR SHOWER,МЕТЕОРИТНЫЙ ДОЖДЬ
CURRENT,alert_type_hostileforces,2448,HOSTILE CONTACT,ВРАЖДЕБНЫЙ КОНТАКТ
CURRENT,alert_type_hostileforces_caption,2448,*X enemy ships,*X вражеских кораблей
CURRENT,alert_type_hostilesinbound,2448,HOSTILES INBOUND,ВРАГИ ПРИБЛИЖАЮТСЯ
CURRENT,alert_type_hostilesinbound_caption,2448,*X seconds,*X секунд
CURRENT,alert_type_crewoverworked,2448,HIRE MORE CREW,ТРЕБУЕТСЯ БОЛЬШЕ ЭКИПАЖА
CURRENT,alert_type_heavydamage,2448,HEAVY DAMAGE,СЕРЬЕЗНЫЙ УРОН
CURRENT,alert_type_heavydamage_caption,2448,Damage *X%,Урон *X%
CURRENT,alert_type_suffocating,2448,CREW SUFFOCATING,ЭКИПАЖ ЗАДЫХАЕТСЯ
CURRENT,alert_type_suffocating_caption,2448,*X suffocating,*X задыхается
CURRENT,alert_type_hungry,2448,CREW HUNGRY,ЭКИПАЖ ГОЛОДЕН
CURRENT,alert_type_starving,2448,CREW STARVING,ЭКИПАЖ ГОЛОДАЕТ
CURRENT,alert_type_famished,2448,CREW FAMISHED,ЭКИПАЖ ИСТОЩЕН
CURRENT,alert_type_thirsty,2448,CREW THIRSTY,ЭКИПАЖ ИСПЫТЫВАЕТ ЖАЖДУ
CURRENT,alert_type_dehydrated,2448,CREW DEHYDRATED,ЭКИПАЖ ОБЕЗВОЖЕН
CURRENT,alert_type_severely_dehydrated,2448,CREW SEVERELY DEHYDRATED,ЭКИПАЖ СИЛЬНО ОБЕЗВОЖЕН
CURRENT,alert_type_dead,2448,DEATHS,СМЕРТИ
CURRENT,alert_type_dead_caption,2448,*X dead,*X мертвых
CURRENT,alert_type_lowresource_caption,2448,*X,*X
CURRENT,alert_type_lowfuel,2448,LOW FUEL,МАЛО ТОПЛИВА
CURRENT,alert_type_lowftl,2448,FTL CHARGES,МАЛО ГИПЕРТОПЛИВА
CURRENT,alert_type_lowoxygen,2448,LOW OXYGEN,МАЛО КИСЛОРОДА
CURRENT,alert_type_lowbattery,2448,BATTERY LOW,БАТАРЕИ РАЗРЯЖЕНЫ
CURRENT,alert_type_lowfood,2448,LOW FOOD,МАЛО ЕДЫ
CURRENT,alert_type_lowwater,2448,LOW WATER,МАЛО ВОДЫ
CURRENT,alert_type_lowbattery_caption,2448,*X%,*X%
CURRENT,alert_type_lowbattery_tooltip,2448,"Your batteries have been drained. It is likely your reactors are not creating enough power to meet the needs of your ship. You will need either more Reactors, or more battery storage, or both.","Ваши батареи разряжены. Вероятно, ваши реакторы не вырабатывают достаточно энергии для удовлетворения потребностей вашего корабля. Вам потребуется либо больше Реакторов, либо больше батарей, либо и то, и другое."
CURRENT,alert_type_powercut,2448,POWER CUT,ОТКЛЮЧЕНИЕ ПИТАНИЯ
CURRENT,alert_type_powercut_nofuel,2448,Fuel supply interrupted,Подача топлива прервана
CURRENT,alert_type_powercut_tooltip,2448,Your reactor has cut out. It is likely the fuel supply has been interrupted.  Consider using storage tanks to create a permanent store of fuel for your Reactor to draw from.,"Ваш реактор отключился. Вероятно, подача топлива была прервана.  Рассмотрите возможность использования резервуаров для хранения, чтобы создать постоянный запас топлива для вашего Реактора."
CURRENT,alert_type_nostorage,2448,NO STORAGE,НЕТ МЕСТА ДЛЯ ХРАНЕНИЯ
CURRENT,warning_unbreathable,2448,UNBREATHABLE,НЕПРИГОДНО ДЛЯ ДЫХАНИЯ
CURRENT,warning_suitsrequired,2448,SPACESUITS REQUIRED,ТРЕБУЮТСЯ КОСМИЧЕСКИЕ СКАФАНДРЫ
CURRENT,warning_deliveryblocked,2448,DELIVERY BLOCKED,ДОСТАВКА ЗАБЛОКИРОВАНА
CURRENT,warning_storagerequired,2448,CREATE STORAGE ZONES,СОЗДАЙТЕ ЗОНЫ ХРАНЕНИЯ
CURRENT,format_currency,2448,$*X,$*X
CURRENT,format_per_square,2448,*X / sq,*X / кв
CURRENT,ratings,2448,RATINGS,РЕЙТИНГИ
CURRENT,rating_word,2448,rating,рейтинг
CURRENT,rating_rankincreased,2448,RANK INCREASED,РАНГ ПОВЫШЕН
CURRENT,rating_combat,2448,Combat,Боевой
CURRENT,rating_industry,2448,Industry,Промышленный
CURRENT,rating_humanitarian,2448,Humanitarian,Гуманитарный
CURRENT,rating_logistics,2448,Logistics,Логистический
CURRENT,rating_criminal,2448,Criminal,Криминальный
CURRENT,rating_title_combat,2448,Combat Rating,Боевой Рейтинг
CURRENT,rating_title_industry,2448,Industry Rating,Промышленный Рейтинг
CURRENT,rating_title_humanitarian,2448,Humanitarian Rating,Гуманитарный Рейтинг
CURRENT,rating_title_logistics,2448,Logistics Rating,Логистический Рейтинг
CURRENT,rating_title_criminal,2448,Criminal Rating,Криминальный Рейтинг
CURRENT,rating_rank,2448,RANK *X,РАНГ *X
CURRENT,rating_hostilesdestroyed,2448,HOSTILES DESTROYED,ВРАГИ УНИЧТОЖЕНЫ
CURRENT,phase_title,2448,Phase *X,Фаза *X
CURRENT,stargate_help,2448,"To submit completed parts to the stargate project, sell them at any trade outpost in the sector","Чтобы передать завершенные части проекту Звездных Врат, продайте их на любом торговом посту в секторе"
CURRENT,recipe_resources_required,2448,Required resources,Требуемые ресурсы
CURRENT,recipe_created_in,2448,Created in *X,Создается в *X
CURRENT,recipe_duration,2448,Duration: *X seconds,Длительность: *X секунд
CURRENT,recipe_quantity_required,2448,*X x *Y,*X x *Y
CURRENT,stargate_energy_required,2448,REQUIRED: *X MW,ТРЕБУЕТСЯ: *X МВт
CURRENT,stargate_energy_received,2448,RECEIVED: *X MW,ПОЛУЧЕНО: *X МВт
CURRENT,smelt_title,2448,Smelt *X,Переплавить *X
CURRENT,stargate_award_title,2448,STARGATE PROGRESS,ПРОГРЕСС ЗВЕЗДНЫХ ВРАТ
CURRENT,stargate_award_subtitle,2448,Phase *X Completed,Фаза *X Завершена
CURRENT,stargate_unlocked_subtitle,2448,Stargate window unlocked,Окно Звездных Врат разблокировано
CURRENT,opentextcrawlindustry_1,2448,It is the 23rd century.  Humanity has colonised the stars.,Это 23-й век.  Человечество колонизировало звезды.
CURRENT,opentextcrawlindustry_2,2448,"Millions of people now live off world, sometimes hundreds of light years from Earth.","Миллионы людей теперь живут за пределами мира, иногда в сотнях световых лет от Земли."
CURRENT,opentextcrawlindustry_3,2448,"The era of massive industrialisation of space has begun, feeding an insatiable desire for energy and metal.","Началась эра массовой индустриализации космоса, питающая ненасытное желание энергии и металла."
CURRENT,opentextcrawlindustry_4,2448,"Powerful businesses control vast swathes of space, backed by untold reserves of wealth.","Могущественные компании контролируют обширные области космоса, поддерживаемые несметными запасами богатства."
CURRENT,opentextcrawlindustry_5,2448,The CEO of one such company - the INTERSTELLAR MINING CORPORATION - has challenged humanity to build a stargate so powerful it can reach our nearest Galaxy.,"Генеральный директор одной из таких компаний - INTERSTELLAR MINING CORPORATION - бросил вызов человечеству построить звездные врата настолько мощные, что они смогут достичь нашей ближайшей Галактики."
CURRENT,opentextcrawlindustry_6,2448,Trillions of dollars in funding have been set aside.,Триллионы долларов финансирования были отложены.
CURRENT,opentextcrawlindustry_7,2448,The time is perfect for a small entrepreneurial and industrious team of miners to start a new career - and make their fortune in the stars.,"Время идеально для небольшой предприимчивой и трудолюбивой команды шахтеров, чтобы начать новую карьеру - и сколотить состояние в звездах."
CURRENT,tutorial_introduction_title,2448,TUTORIAL,ОБУЧЕНИЕ
CURRENT,tutorial_next,2448,NEXT,ДАЛЕЕ
CURRENT,tutorial_introduction1,2448,Welcome to our new home.,Добро пожаловать в наш новый дом.
CURRENT,tutorial_camera_title,2448,CAMERA CONTROLS,УПРАВЛЕНИЕ КАМЕРОЙ
CURRENT,tutorial_power_title,2448,INSTALLING POWER,УСТАНОВКА ЭНЕРГИИ
CURRENT,tutorial_power_titlecomplete,2448,POWER INSTALLED,ЭНЕРГИЯ УСТАНОВЛЕНА
CURRENT,tutorial_air_title,2448,OXYGEN,КИСЛОРОД
CURRENT,tutorial_engines_title,2448,ENGINES,ДВИГАТЕЛИ
CURRENT,tutorial_enginesintro,2448,"The ship has two factory fitted engines ready to go, but we need to connect them up.","На корабле установлены два заводских двигателя, готовые к работе, но их нужно подключить."
CURRENT,tutorial_enginesconnectpipes,2448,Let's start with the starboard engine. Use the pipes menu to run a pipe from the engine to your existing yellow fuel lines.,"Давайте начнем с правого двигателя. Используйте меню труб, чтобы провести трубу от двигателя к вашим существующим желтым топливным линиям."
CURRENT,tutorial_enginesstarboardside,2448,Fantastic work! The Starboard engine is now starting up.,Отличная работа! Правый двигатель теперь запущен.
CURRENT,tutorial_enginesportside,2448,Now repeat the process with the port engine. Connect the fuel and power lines to start the engine.,"Повторите процесс для левого двигателя: подключите топливные и энергетические линии, чтобы запустить его."
CURRENT,tutorial_enginesoperational,2448,Both of our engines are now operational.,Оба двигателя теперь работают.
CURRENT,tutorial_ftl_title,2448,FASTER THAN LIGHT,БЫСТРЕЕ СВЕТА
CURRENT,tutorial_ftlconfirmorder,2448,Confirm the order.,Подтвердите заказ.
CURRENT,tutorial_ftldelivery,2448,A shuttle will deliver the items to us.,Челнок доставит нам предметы.
CURRENT,tutorial_stargatescreen_title,2448,STARGATE PROJECT,ПРОЕКТ ЗВЕЗДНЫЕ ВРАТА
CURRENT,tutorial_fabrication_title,2448,FABRICATION,ПРОИЗВОДСТВО
CURRENT,tutorial_smelters_title,2448,SMELTERS,ПЛАВИЛЬНЫЕ ПЕЧИ
CURRENT,tutorial_trade_title,2448,TRADE,ТОРГОВЛЯ
CURRENT,tutorial_fleetcrewarrival,2448,Your new crew will arrive by shuttle.,Ваш новый экипаж прибудет на челноке.
CURRENT,tutorial_fleetwaitforpowerup,2448,Your crew will now power up the ship and bring the engines and life support online.,Ваш экипаж теперь запустит корабль и запустит двигатели и систему жизнеобеспечения.
CURRENT,tutorial_flight_title,2448,FLIGHT,ПОЛЕТ
CURRENT,tutorial_finance_title,2448,CONTRACTS,КОНТРАКТЫ
CURRENT,tutorial_financehyperspace,2448,We are in hyperspace!,Мы в гиперпространстве!
CURRENT,tutorial_financearrived,2448,We have arrived at the destination system.,Мы прибыли в систему назначения.
CURRENT,tutorial_financeturningin,2448,A shuttle will be dispatched to collect the passengers.,Челнок будет отправлен для сбора пассажиров.
CURRENT,tutorial_financemissioncomplete,2448,The passengers have all arrived safely. You will now be paid the fee and will also receive points toward your Humanitarian rating - giving you access to more difficult and lucrative missions.,"Все пассажиры благополучно прибыли. Теперь вам будет выплачена плата, и вы также получите очки к вашему гуманитарному рейтингу - давая вам доступ к более сложным и прибыльным миссиям."
CURRENT,tutorial_wrapup_title,2448,END OF TUTORIAL,КОНЕЦ ОБУЧЕНИЯ
